,text,favourite_count,retweet_count,created_at
0,"{'created_at': 'Mon Nov 29 16:33:28 +0000 2021', 'id': 1465358257116098566, 'id_str': '1465358257116098566', 'text': '@noobde My favorite Mortal Kombat character since 1992...SUB-ZERO...Me as Sub-Zero and @BanzaiWolf_FC (Noob Saibot)… https://t.co/mCr9faPVqI', 'truncated': True, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'noobde', 'name': 'Ed Boon', 'id': 17530721, 'id_str': '17530721', 'indices': [0, 7]}, {'screen_name': 'BanzaiWolf_FC', 'name': 'Banzai Wolf Burger', 'id': 1541097590, 'id_str': '1541097590', 'indices': [87, 101]}], 'urls': [{'url': 'https://t.co/mCr9faPVqI', 'expanded_url': 'https://twitter.com/i/web/status/1465358257116098566', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}, 'metadata': {'iso_language_code': 'en', 'result_type': 'recent'}, 'source': '<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>', 'in_reply_to_status_id': 1463938126653509634, 'in_reply_to_status_id_str': '1463938126653509634', 'in_reply_to_user_id': 17530721, 'in_reply_to_user_id_str': '17530721', 'in_reply_to_screen_name': 'noobde', 'user': {'id': 1017552556166471680, 'id_str': '1017552556166471680', 'name': 'Dr. Dana Holmes', 'screen_name': 'nycplayboy78', 'location': 'Washington, DC', 'description': 'New Yorker (Harlem) Gamer Cosplayer Streamer MMA Fanatic Fighting Game Community Navy Veteran #NYUAlumni #GWUAlumni #Aquarius #PhDComputerScience He/Him/His', 'url': 'https://t.co/RaJpsXSErx', 'entities': {'url': {'urls': [{'url': 'https://t.co/RaJpsXSErx', 'expanded_url': 'https://www.linkedin.com/in/dana-holmes-ph-d-pmp-cissp-8399107/', 'display_url': 'linkedin.com/in/dana-holmes…', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 636, 'friends_count': 1842, 'listed_count': 7, 'created_at': 'Thu Jul 12 23:33:29 +0000 2018', 'favourites_count': 132752, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 5513, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1430545578807734274/U2Mw6lvA_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1430545578807734274/U2Mw6lvA_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1017552556166471680/1570985798', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 0, 'favorite_count': 2, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}",2,0,2021-11-29 16:33:28+00:00
