id,date,tweet
1424138323682111500,2021-08-07 22:40:10+00:00,Just my Camo #Mandalorian haning out with #thebadbatch #starwarsthebadbatch #StarWars #cosplay #cosplayer #cosplayofcolor #blerdcon2021 https://t.co/shMOSfme3u
1423853577383055362,2021-08-07 03:48:41+00:00,"So I miiight have gone a little far with the photoshop of this awesome #StormReaper cosplay by @CrysCoKid, but counter point: I had fun and it was an AWESOME cosplay. #blackcosplayer #blerdcon2021 #blerdcon https://t.co/GRwuOIvstZ"
1423724600953905152,2021-08-06 19:16:11+00:00,"New Podcast live, with the buddy @QTeezyFaSheezy! This one we talked Blerdcon. #blerdcon2021 twitter.com/QTeezyFaSheezy…"
1423341494702911497,2021-08-05 17:53:51+00:00,"🥝💕PuchiCon.com #AtlanticCity #NJ 8/28-8/28!Give a warm #Puchicon welcome to @KiwiNinamori one of the featured #cosplayers for masquerade!

instagram.com/KiwiNinamori/

facebook.com/KC2commissions

#blerdcon #blerdcon2021 #blerd #cosplay  #cosplayer #Otakon  #blackcosplayer https://t.co/K9JT34kE9U"
1422565418665971712,2021-08-03 14:30:00+00:00,"The Devil works hard but #BlackTikTok works even harder. I was able to find Hilton's deleted FB live video that he deleted after the white cosplay winner announced she was stepping down. Let's see what he said: youtu.be/PLqp_DFEOT0

#blerdcon2021 #cosplaycontest https://t.co/P00taibRDM"
1422527105737367575,2021-08-03 11:57:45+00:00,"tengen uzui (@justyeliz ) me as  Tanjiro Kamado 
From Demon Slayer Kimetsu no Yaiba
At Blerdcon 

Shout out to my new Cosplay Friend ❤❤
 
#blerdcon2021 #blacknerd #newcosplayfriends #demonslayer #tanjirocosplay #tengenuzui #demonslayercosplayer https://t.co/B5KJKFxwZX"
1422232181640990725,2021-08-02 16:25:50+00:00,Guess who managed to get #blerDCon2021 deleted FB live video? Video goes live tomorrow at 10:30am/EST youtu.be/PLqp_DFEOT0 https://t.co/U73Qtzqbxi
1421840579860774913,2021-08-01 14:29:45+00:00,"Cospalyer @zenamorph_cosplay
Character #robin 
•
Just an ordinary day in Gotham

Photo credit: @blackscifi 

#robin#blerdcon #blerdcon2021 #cosplay#cosplaying#cosplaygirl#cosplayersofinstagram#cosplayer#cosplayers#cosplaygirl#poccosplay#poccosplayer#… instagr.am/p/CSCKHK5rE0K/ https://t.co/ujdLqza4bN"
1421797745535430659,2021-08-01 11:39:32+00:00,"new video ✨ 

Blerdcon 2021| Day Zero | Seeing Washington DC For The First Time

@blerdconDC #Blerdcon #blerdcon2021 

youtu.be/MU4dSiMFZ7E"
1421672328270950407,2021-08-01 03:21:11+00:00,"2. More questions during the analysis stage including ""Would you be willing to represent Blerdcon and be a guest in the future? What are you doing for the #blerd community?"" These specific questions I believe would have prevented the #blerDCon2021 fiasco."
1421540436896882688,2021-07-31 18:37:05+00:00,"And so, the fire was stirred with the sword! #photocredit @ otiscaseyphotographer (on Instagram) 
#fire #firesword #FLOW #flowart #Blerdcon #blerDCon2021 #MMIW #MMIWG #NativeAmerican https://t.co/qHavBOdJV6"
1421234615411412994,2021-07-30 22:21:52+00:00,"“The world needs me. I get things done.” -Deathstroke 😈 ⚔️ 
..and we all needed #blerdcon 💯💯 Great times with great ppl 🤞🏾an amazing experience as always
…
#blerdcon2021 #sladewilson #deathstroke #dccomics #dcuniverse #dcvillains #cosplay #representationmatters https://t.co/09lxTalk2c"
1421229892063092737,2021-07-30 22:03:06+00:00,"Snippet of BlerdCon’s 2021 event. この機会をどうもありがとうございました！To be featured on both your IG &amp; FB is an honour😭🙏 あなたが私にこれを削除したい場合は、私をDMしてください

🎥: @blerdconDC 

LINK ♾ m.facebook.com/blerdcondc/vid… 

#blerdcon #blerdcon2021 #demonslayer https://t.co/ZrAjm51Krs"
1421227944563908608,2021-07-30 21:55:21+00:00,Thank you @_igirisu for this clip of me at #blerdcon #blerdcon2021  full video on @blerdcon official Facebook page @ Blerdcon instagram.com/p/CR95egeDF6h/…
1421227829732184077,2021-07-30 21:54:54+00:00,Thank you @_igirisu for this clip of me at #blerdcon #blerdcon2021  full video on @blerdcon official Facebook page @ Blerdcon instagram.com/p/CR95Q7JDjmu/…
1421082445147955208,2021-07-30 12:17:12+00:00,"If #cosplay didn't exist...
#warpedvortexart #cosplayandconversation #blerd #blerdcon2021 #blerdcon2022 #blackcosplayers #christiancosplayer #podcast #podcaster #podcasting #nerds #mynerdylife #365daysofblackcosplay #thankyou #thankyouGod #commentsplease  #followme #follow https://t.co/7Jmc8IfHbp"
1421060905941544968,2021-07-30 10:51:36+00:00,#warpedvortexart #cosplayandconversation #blerd #blerdcon2021 #blerdcon2022 #blackcosplayers #christiancosplayer #podcast #podcaster #podcasting #nerds #thankyou #thankyouGod #thankful #followme #follow https://t.co/4bXZLVzUof
1420758638520684546,2021-07-29 14:50:30+00:00,"I talk about the BlerdCon 2021 Cosplay Contest, and the concept of Black/POC events.

#AllCoolThings #BlerdCon2021 #BlerdCon2021CosplayContest #Conventions #Cosplay #Cosplayer #Cosplayers #Cosplays #HERETICPRIME #POCCosplay #TakeItOrLeaveIt #Trending

allcoolthings.net/how-included-s…"
